x,y,color
25.37475951829239,79.62148196438794,#802b30
7.524291760471302,55.049210562962344,#136946
99.45550695950259,71.07902613420126,#826e21
31.27485768017738,56.08676174337287,#245b7c
1.0133944048449028,82.76638924612682,#643477
41.935977974252715,81.54774921235408,#245b7c
0.7518110933620759,53.303288156373306,#643477
66.24103963938356,64.06056132173738,#136946
87.03735825148162,84.9325258135181,#643477
52.71117538700479,83.05442094582372,#643477
13.588075173211822,86.83279757916529,#802b30
99.0836486548709,61.44954443615471,#643477
36.44557922476091,71.48633100385598,#826e21
22.870539951017253,35.17468114240058,#245b7c
69.01344490401702,54.16369741091308,#802b30
32.39639370951956,52.4871211269788,#643477
12.00323195638454,61.88421703789051,#245b7c
10.581034353694507,14.951632934132796,#643477
34.116749305199775,11.462317353252715,#245b7c
69.15064924639336,27.676316097139186,#245b7c
41.85917369911324,81.44603877952659,#136946
16.270050679425374,54.202841947216115,#802b30
89.8226954399291,32.96453138191061,#826e21
29.321964524979947,81.57670948232844,#136946
75.28661078384683,18.03278692756425,#136946
14.111322494627066,95.23049846672096,#643477
9.18838888647462,65.44395647493968,#643477
67.69598857635985,36.755096859874655,#136946
1.9903902855765154,59.050223715066544,#136946
28.244859964884704,46.16404837971489,#826e21
36.784119230580984,23.993355261762083,#080808
95.50342481807131,72.61804377799214,#802b30
29.015231376924543,43.52317618246493,#643477
92.70142276769614,64.79447672704237,#802b30
57.26659455863425,3.219953211023452,#245b7c
44.81731710235908,38.38274829314905,#802b30
35.63278940485341,4.492250870338443,#245b7c
90.80391651846705,58.791272139232035,#245b7c
32.35215573840252,36.95905518998836,#802b30
10.311017366579856,70.82845984808796,#245b7c
74.74043994145623,11.88798866912042,#136946
8.66270550651793,33.48933515643594,#136946
64.80106322994598,47.15029100026681,#245b7c
76.89030143405974,73.78758282928763,#245b7c
66.80049261350672,5.981524936592287,#826e21
29.08281962618452,91.6240271820428,#826e21
47.88967115816144,86.72645831716302,#826e21
24.65791107919335,84.32075311258048,#245b7c
47.871195857680206,34.376028346554136,#643477
96.85710422188511,57.36067653616429,#136946
60.96492482864389,46.25530193524456,#802b30
81.49913195191594,67.25074699866055,#802b30
15.602953550341848,28.58274307627704,#826e21
92.0106159932461,47.69127444344101,#245b7c
48.24414476652193,37.3187238295127,#136946
43.47812340744092,90.35350716966381,#802b30
52.60886662775782,35.31137485546261,#643477
77.16837461924212,63.84243751201446,#245b7c
88.00092852338385,62.55810530408723,#136946
95.37777198415542,10.711984124627104,#802b30
84.17720990866225,9.087016806864035,#136946
38.05240785438995,51.44250029111075,#643477
48.619649056890935,57.22708349811526,#826e21
78.63531290214327,91.19177615037715,#136946
74.86290702768719,64.97442176242737,#802b30
24.34557665546665,73.2331471858215,#136946
8.141131787903022,17.725328788784534,#643477
22.960333219605623,17.399006250665707,#802b30
93.41611822616719,99.56393674041844,#245b7c
44.71721290141095,99.19559960639603,#826e21
28.1370182417541,28.14951642231909,#245b7c
10.069497504424241,37.83234978796877,#826e21
57.4772089254971,3.771780880164366,#643477
91.11875763516119,1.7991235527540672,#643477
55.18996523912887,75.95993906870117,#245b7c
40.28550114779931,17.85486679510273,#802b30
85.42398082850998,7.604059755811421,#826e21
91.21846950072923,5.106305583158443,#245b7c
94.01171337286112,84.39322431458244,#136946
37.37067415775235,75.13990646384795,#826e21
17.69196386727637,6.485244493033071,#826e21
83.75757198360648,69.24137327639701,#136946
13.399953805078423,95.52453994514578,#826e21
23.63480224778236,50.04648198780506,#643477
11.306661886272373,34.26021056179469,#826e21
18.55101519563118,7.167778476377917,#136946
62.987473853710085,72.30106102880681,#826e21
52.95050515454044,49.00963346564051,#643477
5.565528773397355,35.996667496685184,#802b30
65.9173939070016,86.77339496120919,#802b30
44.98453456839847,7.079847046196619,#643477
90.7585054278842,29.677732637273746,#826e21
8.915573090318762,73.41341049493121,#802b30
75.3171349445926,21.31727597411538,#802b30
42.032704825208924,78.93867788486016,#826e21
86.96248791614799,7.427976384137414,#245b7c
84.41604538984218,70.58415460122643,#643477
63.15164657244535,18.21826587589318,#136946
37.3406657131921,74.07489693189,#136946
11.474240335893404,97.91645111800324,#802b30
94.43587153635362,13.617993891100355,#826e21
