x,y,color
81.11556147851078,95.99866492324517,#ffe520
9.134943465973777,64.40488265388112,#e03e48
3.1459458892741043,16.231482403391894,#e03e48
77.58917923058576,10.341031534877631,#1b9fd9
14.584124791390519,3.30238157012378,#e03e48
87.80974120711782,78.656512853536,#ffe520
43.55071717145663,88.56548693827403,#a145c5
94.84059510403384,5.406430977965593,#ffe520
74.84124132209301,13.342269567525356,#00bc74
38.37302010653856,6.542165719629733,#e03e48
68.98427017076388,56.61199804934316,#00bc74
79.65579423949599,89.69524500873916,#a145c5
84.2447653597342,78.12468864532238,#e03e48
72.8076321271478,29.730969026521315,#e03e48
73.69256745472099,63.22068848232865,#ffe520
83.52422630755527,85.8435280417665,#1b9fd9
21.742543244696833,29.30661029813152,#00bc74
88.78997547235375,53.216274986618984,#a145c5
59.2722093681355,43.7408967864406,#00bc74
8.508671540138002,50.4383014895835,#00bc74
16.82245329526052,60.86935361958506,#00bc74
24.19712380708149,43.02745289540836,#a145c5
90.42186614002034,57.49755535424601,#ffe520
46.89822518808692,26.289900840381787,#e03e48
74.53714693428654,38.62180931675798,#1b9fd9
32.090204304839844,55.162048454464,#1b9fd9
15.653932557087414,17.027433901948406,#e03e48
8.894434764734394,70.09815311834241,#a145c5
83.02217719373918,59.06232278169598,#e03e48
90.83069380613105,70.6093122342642,#00bc74
1.749156672764951,97.98328311527271,#1b9fd9
10.489309963250449,38.11302211761409,#a145c5
34.941235153975114,82.60445209425886,#a145c5
69.10576211135367,95.74268299544222,#e03e48
34.64090953941263,38.60314356379714,#ffe520
35.23671622001172,90.7884019643891,#a145c5
30.482013019467622,48.657688136717766,#ffe520
70.34255636490794,7.733788931013241,#1b9fd9
11.285625515735909,56.55666282955213,#1b9fd9
89.38313316892544,45.03949416506219,#a145c5
49.98747422984346,43.62744736126783,#1b9fd9
29.88069519915947,28.211795826319708,#ffe520
42.2800302681242,15.263490829565152,#a145c5
14.256311739487748,19.21153092236437,#00bc74
98.07101189434226,72.48202781131677,#1b9fd9
51.525519261314315,51.63669273709062,#00bc74
50.42427204791581,37.39037989136658,#a145c5
50.3987541791529,1.1390209921529393,#ffe520
60.82743712351488,17.171026321236816,#1b9fd9
22.710878888680817,97.09674378943309,#1b9fd9
41.75265198562833,82.8022802522637,#00bc74
5.511823509510005,68.99503725056219,#1b9fd9
69.98732384236637,45.8054027206241,#ffe520
87.01113660300975,63.81470313176458,#ffe520
80.29466154537678,69.93528348922175,#00bc74
98.44320841653905,90.47268675624434,#e03e48
28.998930491829356,17.8251494305781,#a145c5
6.4995914941331385,32.72854517058751,#00bc74
49.403425504946426,38.4007576918439,#ffe520
1.7763139198613387,82.71570671870786,#e03e48
19.29055036482853,50.08889007458883,#00bc74
40.33220937189563,81.5178733260748,#00bc74
15.220002923678644,53.175987946673196,#a145c5
80.77432749953093,15.130151298225513,#e03e48
2.147890789796014,60.582292936766756,#00bc74
50.45753729070401,49.11076091609776,#e03e48
29.643718954120303,19.41810229823289,#ffe520
0.14264531754434318,66.03274998699136,#1b9fd9
41.83091481851305,53.4914790517389,#e03e48
87.29910084322502,41.39717528901188,#a145c5
59.877587187447425,46.396194754694164,#1b9fd9
56.71494592670048,88.82216024202567,#00bc74
64.13463718024562,14.34903891176872,#1b9fd9
11.70353947537457,53.81453515185446,#00bc74
69.67721327997228,16.173337157318123,#ffe520
94.601195519022,36.679173437100744,#a145c5
68.57864701324957,63.91947869741643,#e03e48
70.93095754332293,45.16277737832489,#ffe520
68.14574484707275,32.610177379072866,#ffe520
69.73136039754245,21.59686541666793,#e03e48
15.211133556705636,75.3391667447868,#e03e48
52.20988840935448,59.09895848320298,#1b9fd9
10.807894318606536,98.30206684084078,#080808
45.19317815751411,81.04311171213884,#ffe520
18.20504550365445,50.39138406359193,#1b9fd9
17.273886138161064,42.80729902232855,#a145c5
87.58778952510328,5.884875300166248,#00bc74
84.5336387300974,96.8938845216765,#1b9fd9
26.81044683509176,33.824790429604334,#00bc74
54.55375275014178,32.639917638269935,#e03e48
37.486020247771144,38.71029943598061,#ffe520
58.19429961069411,65.86008920413396,#ffe520
19.200674855148137,14.862277771828348,#1b9fd9
94.65606067155738,1.9916700142578847,#e03e48
66.69069361501045,43.94508071481381,#00bc74
27.227870497113948,1.8812698902998304,#a145c5
86.63243271709847,74.26696501850398,#ffe520
8.166783758726659,74.64503749172931,#1b9fd9
8.883821759696486,95.4123320707142,#a145c5
84.26199079981764,27.07766510737458,#a145c5
25.196240082972842,88.53847796934971,#a145c5
