x,y,color
94.19598958442107,47.49637030207946,#ea6f6c
8.897186971776083,0.8293923257568614,#b575d4
11.259039730756115,88.24841519353542,#ea6f6c
91.57067981875124,50.85327794360974,#b575d4
30.90501290930532,45.86719794881201,#51c98d
19.02544849936637,63.78731498877005,#ea6f6c
82.36744591328025,44.1210536941526,#b575d4
15.780144673078844,95.18604650219758,#b575d4
5.50001309653897,12.522202714205088,#b575d4
95.36592641382651,70.60565841726435,#65b2de
38.78401252777641,46.50775188252768,#65b2de
83.61789598398565,54.977753568492226,#b575d4
99.7160422624589,7.760190082826801,#65b2de
56.48215934947428,0.7308217495678337,#ffe65e
48.61646789805367,40.073105211243245,#51c98d
37.13997497810752,78.01349138115084,#65b2de
56.10833394138065,47.361216227109935,#ffe65e
6.113584965674068,5.433801593096399,#51c98d
42.30125527739579,14.596403930881507,#51c98d
90.63123401089904,29.904328717042105,#b575d4
67.91916599909254,65.61932680863767,#ea6f6c
49.67796936479043,19.169443996438485,#65b2de
21.912144843632795,84.70624152265023,#b575d4
65.27246431936243,99.99553438925003,#ffe65e
88.78720080311638,61.35703853895203,#ea6f6c
74.86561476376258,55.263876003257685,#51c98d
3.2457530677338475,91.35899581232792,#51c98d
86.19567213926356,35.993435882706514,#ffe65e
45.24902088355842,49.38310426657846,#ea6f6c
24.289367976682374,77.29814996915306,#65b2de
66.85569624213107,80.88829209670043,#ffe65e
13.434463655225205,46.1885438014081,#ea6f6c
89.2732548658829,9.121183888353723,#ffe65e
3.708851969665683,10.821485654304919,#ea6f6c
52.47981453520845,50.72248360764111,#51c98d
57.83220277099822,29.46781817999543,#65b2de
41.16984394244797,26.830144851873293,#ffe65e
50.397057768966604,82.95521917748671,#ea6f6c
81.08649500783022,59.31647755529943,#b575d4
94.92179612165691,88.87180109921282,#ffe65e
45.85246190885187,11.841840728882014,#65b2de
60.6090922944447,41.124365693887356,#ffe65e
98.34801507848681,11.09920749862705,#51c98d
41.849611017221854,25.97921164983693,#65b2de
31.71228928017956,0.6290829289462341,#ea6f6c
44.11892598195819,11.888017703466225,#65b2de
41.44003302585821,32.70015871590398,#ea6f6c
12.6008598216392,42.00922940518454,#51c98d
50.76230085765086,48.51685454501392,#ffe65e
34.99963847156374,50.75355829396575,#080808
40.97925022730302,87.3488424915602,#51c98d
90.19601796488996,28.404355106798207,#65b2de
30.87378923969667,56.726203992168855,#ffe65e
1.1405656640659734,28.899433488466787,#ea6f6c
80.59545485361889,99.8596437386882,#b575d4
88.09658641161167,76.91313019175134,#51c98d
0.7607720282493458,95.07623225260758,#65b2de
7.0178753189892085,86.78210977778306,#ffe65e
15.09180530881159,97.72795027297104,#b575d4
16.038439489803814,23.05014485372512,#ea6f6c
37.465933582159586,49.49679288684483,#b575d4
54.76863619151515,71.46838062977598,#b575d4
45.376038647180074,28.001463631341494,#ffe65e
64.1677617043328,80.11105388512549,#65b2de
53.058870173521164,62.913734467719785,#b575d4
74.92997435829703,28.158806144080906,#ea6f6c
57.99101404383777,88.58268229060798,#51c98d
36.61611552339659,68.66864818794949,#65b2de
33.83378980852515,43.23489434639918,#51c98d
50.50723455087736,57.43024623325002,#b575d4
89.49336249056287,62.47018529013734,#51c98d
50.56697364010058,58.4662365074885,#b575d4
61.614902204657476,78.02437192126911,#b575d4
19.53378681308481,66.13145232882336,#ea6f6c
0.5538343762073628,46.37182268154119,#ffe65e
70.73338925776582,20.607887996008856,#65b2de
41.19308848053201,31.477807649279832,#b575d4
76.19851130800798,99.89072291367555,#65b2de
71.57915498809348,48.60867007045358,#65b2de
40.2930775644089,37.72573840128498,#ffe65e
55.48069912448291,68.62869093799081,#51c98d
25.49091347189769,55.196266772128624,#ffe65e
46.48129450385038,97.87680615721422,#ffe65e
93.03894342482847,25.811048339460708,#b575d4
86.7602215373292,94.21676368843109,#ea6f6c
79.53490448182824,46.69983161370421,#b575d4
42.040823521511804,38.251173434783915,#ffe65e
40.47914030026699,81.35415308971243,#ea6f6c
65.38206035490765,33.4539380327406,#ea6f6c
81.03747793773147,66.21831139534564,#51c98d
32.468996047102316,55.81198006054666,#ffe65e
54.31933803901412,80.1472384871376,#ffe65e
60.99734417317627,89.28661721997132,#51c98d
20.677747295568416,57.681998056945446,#51c98d
50.97796066833842,35.136582395340895,#ea6f6c
36.17654936198289,25.326204221650894,#65b2de
52.73982997425372,50.29304169905047,#ea6f6c
21.24449038557933,70.6733490759973,#51c98d
9.192570900999442,81.51621205541345,#65b2de
28.737943936526978,39.90635884383887,#65b2de
41.65262343742818,95.72364430813315,#51c98d
